"",".model_id",".model_desc",".type","mae","mape","mase","smape","rmse","rsq","cod_regsaud"
"353",1,"PROPHET","Test",22.3950921960403,7.02094024935979,0.808614003938661,6.72728418518894,25.9322195324989,0.539797935291595,"41011"
"354",2,"XGBOOST","Test",25.5160827636719,8.4774042414413,0.996383537460871,8.71433231388782,31.6209146171907,NA,"41012"
"355",1,"PROPHET","Test",8.00630656677855,5.51580073725526,0.611777578192381,5.30886099774858,10.2176615058383,0.661658939358056,"41013"
"356",1,"PROPHET","Test",16.9838950352451,6.44772865304528,0.731516078297072,6.26523105242788,20.2539395480517,0.638348697234681,"41014"
"357",1,"PROPHET","Test",41.1542738581904,4.96889980560816,0.537201077604074,4.86175334247028,50.4573709250815,0.560992486115046,"41015"
"358",1,"PROPHET","Test",21.3590197996766,5.79930113855332,0.581369769695338,5.75348092082813,25.170584387805,0.347639710911983,"41016"
"359",1,"PROPHET","Test",48.0729659053565,5.22316974841031,0.7836131933545,5.43864662823877,61.4311426132496,0.6386219014908,"41017"
"360",1,"PROPHET","Test",12.8062611191046,6.33529059399116,0.704650731433987,6.38354673560068,17.7000720869404,0.316566400215415,"41018"
"361",1,"PROPHET","Test",22.7811190411943,7.74702432350919,0.6657760329701,7.45005111892788,26.2648623990136,0.621370051235653,"41019"
"362",1,"PROPHET","Test",21.7525370336675,4.79883211054067,0.650596036117493,4.76780310244422,25.0936422750963,0.57476946880579,"41020"
"363",1,"PROPHET","Test",15.0186167593157,7.59320571754725,0.656707576928252,7.30697426375498,18.430890032922,0.466105666048471,"41021"
"364",1,"PROPHET","Test",13.255998294673,10.0327612113403,0.704129239670853,9.97167281448629,16.2580721355728,0.137671454814217,"41022"
"365",1,"PROPHET","Test",15.9786607144229,6.58466992697828,0.66457359210077,6.38750299910468,19.192768252335,0.441434653285235,"42001"
"366",1,"PROPHET","Test",25.9435192819083,5.84718438723179,1.00794078291198,5.53979540563653,35.0994475959714,0.442898182967469,"42002"
"367",2,"XGBOOST","Test",20.2907358805339,8.11955859258605,1.18448458185858,8.44721447988337,23.9711869514245,NA,"42003"
"368",1,"PROPHET","Test",16.6310687424342,4.93950213897425,0.681844173040975,4.87717012354548,20.4804093349084,0.579709343845268,"42004"
"369",1,"PROPHET","Test",37.6725200827998,4.13885080274761,0.67481928497227,4.05685752361815,46.4846828999728,0.629932850960295,"42005"
"370",1,"PROPHET","Test",37.3397886869693,4.63692692789834,0.608226019688593,4.49548218251018,46.050304567002,0.744660674201363,"42006"
"371",1,"PROPHET","Test",43.2568011424688,3.24442491880334,0.527521965152058,3.24466527494266,55.4023192534374,0.663555321562236,"42007"
"372",1,"PROPHET","Test",17.3221545365045,8.1507416880238,0.883391473036816,7.86564742816939,20.7201783298521,0.0638745713315613,"42008"
"373",1,"PROPHET","Test",18.3790156223625,5.29655223057935,0.680704282309721,5.22362289881212,22.2329435034529,0.297032903006522,"42009"
"374",2,"XGBOOST","Test",15.4028116861979,9.19145100966482,0.755361767126977,9.28567574993769,19.5338737389649,NA,"42010"
"375",1,"PROPHET","Test",35.1318152567626,4.60324951652778,0.61260936384044,4.50626699240538,42.9143094639162,0.669764519241781,"42011"
"376",1,"PROPHET","Test",23.0185602206299,5.94759662030897,0.804600129292536,5.78553667419384,29.0997464335945,0.480613685276478,"42012"
"377",2,"XGBOOST","Test",18.2064056396484,5.70570878262841,1.03139736382245,5.8438465028463,21.4352568868488,NA,"42013"
"378",1,"PROPHET","Test",16.1136425861051,7.50942909191254,0.623928921684204,7.17583255546612,20.2891222159349,0.450797599506296,"42014"
"379",1,"PROPHET","Test",23.0661673084194,4.94010566330317,0.599459715360052,4.92635987902468,27.3090160701746,0.835190637291299,"42015"
"380",1,"PROPHET","Test",18.7572476284081,4.84474794566997,0.669901701014574,4.70363619783206,22.2368934331475,0.668284606856527,"42016"
"381",1,"PROPHET","Test",15.6775045622499,4.52230146918173,0.808481176977013,4.44265883190901,20.3536510223465,0.756916591378439,"42017"
"382",1,"PROPHET","Test",24.0141176786725,6.50962004657913,0.773564014859197,6.2311246196235,29.3614613008659,0.607135082748312,"43001"
"383",1,"PROPHET","Test",5.16886213790506,5.49271108006812,0.54785174733556,5.56133347409062,7.1764655302921,0.450385270997547,"43002"
"384",1,"PROPHET","Test",26.7538769039635,6.40691180975983,0.930921586673466,6.13056423729919,31.9770970770391,0.636319125547467,"43003"
"385",2,"XGBOOST","Test",20.527640024821,10.6295683415964,1.09290676058075,11.4073829315094,25.4790765465593,NA,"43004"
"386",2,"XGBOOST","Test",16.5833333333333,7.56830904153914,1.31522988505747,7.44184944909306,19.2506757936878,NA,"43005"
